period;position;party;name;n.position;interval;date;month;check;dupes;check2
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;1999-10-01;1;  75;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;1999-11-01;1;  76;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;1999-12-01;1;  77;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;2000-01-01;1;  78;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;2000-02-01;1;  79;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;2000-03-01;1;  80;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;NA;NA;2000-04-01;1;  81;0
RAZDOBLJE 1998. – 2000. godine;Vice-Chair;HDZ;NEVEN TOMIĆ;1;date.end;2000-05-05;2000-05-01;1;  82;0
RAZDOBLJE 1998. – 2000. godine;Chair;HDZ;MARTIN RAGUŽ;2;date.start;2000-10-18;2000-10-01;2;  87;0
RAZDOBLJE 1998. – 2000. godine;Chair;HDZ;MARTIN RAGUŽ;2;NA;NA;2000-11-01;1;  88;0
RAZDOBLJE 1998. – 2000. godine;Chair;HDZ;MARTIN RAGUŽ;2;NA;NA;2000-12-01;1;  89;0
RAZDOBLJE 1998. – 2000. godine;Chair;HDZ;MARTIN RAGUŽ;2;NA;NA;2001-01-01;1;  90;0
RAZDOBLJE 1998. – 2000. godine;Chair;SDS;Dr. SPASOJE TUŠEVLJAK;1;date.start;2000-06-06;2000-06-01;1;  83;0
RAZDOBLJE 1998. – 2000. godine;Chair;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-07-01;1;  84;0
RAZDOBLJE 1998. – 2000. godine;Chair;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-08-01;1;  85;0
RAZDOBLJE 1998. – 2000. godine;Chair;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-09-01;1;  86;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;date.start;1999-02-04;1999-02-01;2; 332;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-03-01;1; 333;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-04-01;1; 334;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-05-01;1; 335;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-06-01;1; 336;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-07-01;1; 337;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-08-01;1; 338;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-09-01;1; 339;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-10-01;1; 340;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-11-01;1; 341;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;1999-12-01;1; 342;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;2000-01-01;1; 343;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;2000-02-01;1; 344;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;2000-03-01;1; 345;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;NA;NA;2000-04-01;1; 346;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;HDZ;MARKO AŠANIN;1;date.end;2000-05-05;2000-05-01;1; 347;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;2;date.start;2000-06-06;2000-06-01;1; 348;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;2;NA;NA;2000-07-01;1; 349;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;2;NA;NA;2000-08-01;1; 350;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;2;NA;NA;2000-09-01;1; 351;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;3;date.start;2000-10-18;2000-10-01;2; 352;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;3;NA;NA;2000-11-01;1; 353;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;3;NA;NA;2000-12-01;1; 354;0
RAZDOBLJE 1998. – 2000. godine;Civil Affairs;SP;Mr. TIHOMIR GLIGORIĆ;3;NA;NA;2001-01-01;1; 355;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;date.start;1999-02-03;1999-02-01;2; 597;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-03-01;1; 598;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-04-01;1; 599;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-05-01;1; 600;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-06-01;1; 601;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-07-01;1; 602;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-08-01;1; 603;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-09-01;1; 604;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-10-01;1; 605;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-11-01;1; 606;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;1999-12-01;1; 607;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;2000-01-01;1; 608;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;2000-02-01;1; 609;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;2000-03-01;1; 610;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;NA;NA;2000-04-01;1; 611;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;1;date.end;2000-05-05;2000-05-01;1; 612;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;2;date.start;2000-06-06;2000-06-01;1; 613;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;2;NA;NA;2000-07-01;1; 614;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;2;NA;NA;2000-08-01;1; 615;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;2;NA;NA;2000-09-01;1; 616;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;3;date.start;2000-10-18;2000-10-01;2; 617;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;3;NA;NA;2000-11-01;1; 618;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;3;NA;NA;2000-12-01;1; 619;0
RAZDOBLJE 1998. – 2000. godine;Foreign Affairs;HDZ;Dr. JADRANKO PRLIĆ;3;NA;NA;2001-01-01;1; 620;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;date.start;1999-02-04;1999-02-01;2; 862;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-03-01;1; 863;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-04-01;1; 864;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-05-01;1; 865;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-06-01;1; 866;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-07-01;1; 867;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-08-01;1; 868;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-09-01;1; 869;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-10-01;1; 870;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-11-01;1; 871;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;1999-12-01;1; 872;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;2000-01-01;1; 873;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;2000-02-01;1; 874;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;2000-03-01;1; 875;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;NA;NA;2000-04-01;1; 876;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;1;date.end;2000-05-05;2000-05-01;1; 877;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;2;date.start;2000-06-06;2000-06-01;1; 878;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;2;NA;NA;2000-07-01;1; 879;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;2;NA;NA;2000-08-01;1; 880;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;2;NA;NA;2000-09-01;1; 881;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;3;date.start;2000-10-18;2000-10-01;2; 882;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;3;NA;NA;2000-11-01;1; 883;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;3;NA;NA;2000-12-01;1; 884;0
RAZDOBLJE 1998. – 2000. godine;Foreign Trade and Economic Relations;SDA;MIRSAD KURTOVIĆ;3;NA;NA;2001-01-01;1; 885;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;1;date.start;2000-06-06;2000-06-01;1;1101;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;1;NA;NA;2000-07-01;1;1102;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;1;NA;NA;2000-08-01;1;1103;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;1;NA;NA;2000-09-01;1;1104;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;2;date.start;2000-10-18;2000-10-01;2;1105;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;2;NA;NA;2000-11-01;1;1106;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;2;NA;NA;2000-12-01;1;1107;0
RAZDOBLJE 1998. – 2000. godine;European Integration;SDA;Dr. BISERA TURKOVIĆ;2;NA;NA;2001-01-01;1;1108;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;1;date.start;2000-06-06;2000-06-01;1;1132;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-07-01;1;1133;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-08-01;1;1134;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;1;NA;NA;2000-09-01;1;1135;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;2;date.start;2000-10-18;2000-10-01;2;1136;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;2;NA;NA;2000-11-01;1;1137;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;2;NA;NA;2000-12-01;1;1138;0
RAZDOBLJE 1998. – 2000. godine;Finance and Treasury;SDS;Dr. SPASOJE TUŠEVLJAK;2;NA;NA;2001-01-01;1;1139;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;1;date.start;2000-06-06;2000-06-01;1;1356;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;1;NA;NA;2000-07-01;1;1357;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;1;NA;NA;2000-08-01;1;1358;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;1;NA;NA;2000-09-01;1;1359;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;2;date.start;2000-10-18;2000-10-01;2;1360;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;2;NA;NA;2000-11-01;1;1361;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;2;NA;NA;2000-12-01;1;1362;0
RAZDOBLJE 1998. – 2000. godine;Human Rights and Refugees;HDZ;MARTIN RAGUŽ;2;NA;NA;2001-01-01;1;1363;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;date.start;2002-03-15;2002-03-01;2; 104;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-04-01;1; 105;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-05-01;1; 106;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-06-01;1; 107;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-07-01;1; 108;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-08-01;1; 109;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-09-01;1; 110;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-10-01;1; 111;0
RAZDOBLJE 2000. – 2002. godine;Chair;PDP;Dr. DRAGAN MIKEREVIĆ;3;NA;NA;2002-11-01;1; 112;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. BOŽIDAR MATIĆ;1;date.start;2001-02-22;2001-02-01;2;  91;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. BOŽIDAR MATIĆ;1;NA;NA;2001-03-01;1;  92;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. BOŽIDAR MATIĆ;1;NA;NA;2001-04-01;1;  93;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. BOŽIDAR MATIĆ;1;NA;NA;2001-05-01;1;  94;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. BOŽIDAR MATIĆ;1;NA;NA;2001-06-01;1;  95;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;date.start;2001-07-18;2001-07-01;2;  96;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-08-01;1;  97;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-09-01;1;  98;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-10-01;1;  99;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-11-01;1; 100;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-12-01;1; 101;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2002-01-01;1; 102;0
RAZDOBLJE 2000. – 2002. godine;Chair;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2002-02-01;1; 103;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;1;date.start;2001-02-22;2001-02-01;2; 356;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;1;NA;NA;2001-03-01;1; 357;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;1;NA;NA;2001-04-01;1; 358;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;1;NA;NA;2001-05-01;1; 359;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;1;NA;NA;2001-06-01;1; 360;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;date.start;2001-07-18;2001-07-01;2; 361;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2001-08-01;1; 362;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2001-09-01;1; 363;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2001-10-01;1; 364;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2001-11-01;1; 365;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2001-12-01;1; 366;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2002-01-01;1; 367;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;2;NA;NA;2002-02-01;1; 368;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;date.start;2002-03-15;2002-03-01;2; 369;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-04-01;1; 370;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-05-01;1; 371;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-06-01;1; 372;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-07-01;1; 373;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-08-01;1; 374;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-09-01;1; 375;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-10-01;1; 376;0
RAZDOBLJE 2000. – 2002. godine;Civil Affairs;SP;SVETOZAR MIHAJLOVIĆ;3;NA;NA;2002-11-01;1; 377;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;1;date.start;2001-02-22;2001-02-01;2; 621;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;1;NA;NA;2001-03-01;1; 622;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;1;NA;NA;2001-04-01;1; 623;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;1;NA;NA;2001-05-01;1; 624;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;1;NA;NA;2001-06-01;1; 625;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;date.start;2001-07-18;2001-07-01;2; 626;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-08-01;1; 627;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-09-01;1; 628;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-10-01;1; 629;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-11-01;1; 630;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2001-12-01;1; 631;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2002-01-01;1; 632;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;2;NA;NA;2002-02-01;1; 633;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;date.start;2002-03-15;2002-03-01;2; 634;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-04-01;1; 635;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-05-01;1; 636;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-06-01;1; 637;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-07-01;1; 638;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-08-01;1; 639;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-09-01;1; 640;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-10-01;1; 641;0
RAZDOBLJE 2000. – 2002. godine;Foreign Affairs;SDP;Dr. ZLATKO LAGUMDŽIJA;3;NA;NA;2002-11-01;1; 642;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;1;date.start;2001-02-22;2001-02-01;2; 886;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;1;NA;NA;2001-03-01;1; 887;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;1;NA;NA;2001-04-01;1; 888;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;1;NA;NA;2001-05-01;1; 889;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;1;NA;NA;2001-06-01;1; 890;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;2;date.start;2001-07-18;2001-07-01;2; 891;0
RAZDOBLJE 2000. – 2002. godine;Foreign Trade and Economic Relations;SBiH;Dr. AZRA HADŽIAHMETOVIĆ;2;NA;NA;2001-08-01;1; 892;0
