year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Zenica,93,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,607,605,0,2,0,"1,48",0,,
2012,Zenica,93,1580,GRADANSKA INICIJATIVA ZENICA ZA EU,537,533,2,2,0,"1,31",0,,
2012,Zenica,93,1,BPS-SEFER HALILOVIC,440,440,0,0,0,"1,07",0,,
2012,Zenica,93,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,271,269,2,0,0,"0,66",0,,
2012,Zenica,93,1186,NOVA SOCIJALISTICKA PARTIJA,100,99,0,1,0,"0,24",0,,
2012,Zenica,93,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,91,89,0,2,0,"0,22",0,,
2012,Zenica,93,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,83,82,0,1,0,"0,20",0,,
2012,Zenica,93,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,59,58,1,0,0,"0,14",0,,
2012,Zenica,93,866,SUND BIH,14,13,0,1,0,"0,03",0,,
2012,Zenica,93,27991,MUSIC SALKO - NEZAVISNI KANDIDAT,163,163,0,0,0,-,1,,
2012,Zenica,93,27992,MUSIC ASIM - NEZAVISNI KANDIDAT,148,147,0,1,0,-,0,,
2012,Zenica,93,28373,VUGDALIC SUAD - DEMOKRATSKA NARODNA ZAJEDNICA BIH - DNZ BIH,134,134,0,0,0,-,0,,
2012,Zenica,93,27988,MUSIC ADIL - NEZAVISNI KANDIDAT,78,78,0,0,0,-,0,,
2012,Zenica,93,10121,MONTILJO JAKOB - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,48,47,0,1,0,-,0,,
2012,Zenica,93,37881,HADZIRASIDOVIC ELVIR - NOVA SOCIJALISTICKA PARTIJA,45,45,0,0,0,-,0,,
2012,Zenica,93,20684,ISAKOVIC MUNIR - DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,39,39,0,0,0,-,0,,
2012,Zenica,93,27996,CRNOVIC REFIK - NEZAVISNI KANDIDAT,38,38,0,0,0,-,0,,
2012,Zenica,93,29764,KNEZ ZELJKO - GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,31,31,0,0,0,-,0,,
2012,Zenica,93,17379,MUJCINOVIC EDINA - BPS-SEFER HALILOVIC,22,22,0,0,0,-,0,,
2012,Kakanj,94,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6898,6860,2,34,2,"34,78",11,,
2012,Kakanj,94,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3635,3603,4,28,0,"18,33",6,,
2012,Kakanj,94,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,2819,2804,6,9,0,"14,21",4,,
2012,Kakanj,94,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2006,2002,0,4,0,"10,11",3,,
2012,Kakanj,94,4,STRANKA ZA BOSNU I HERCEGOVINU,1931,1922,0,9,0,"9,74",3,,
2012,Kakanj,94,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,1306,1268,30,8,0,"6,58",2,,
2012,Kakanj,94,1,BPS-SEFER HALILOVIC,462,453,0,8,1,"2,33",0,,
2012,Kakanj,94,502,NARODNA STRANKA RADOM ZA BOLJITAK,400,399,0,1,0,"2,02",0,,
2012,Kakanj,94,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,274,273,0,1,0,"1,38",0,,
2012,Kakanj,94,1347,AMITOVIC ALMIR - NEZAVISNI KANDIDAT,87,87,0,0,0,"0,44",0,,
2012,Kakanj,94,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,15,15,0,0,0,"0,08",0,,
2012,Kakanj,94,27825,FAFULIC MUJO - NEZAVISNI KANDIDAT,338,338,0,0,0,-,1,,
2012,Kakanj,94,27819,AHMETOVIC DEVAD - NEZAVISNI KANDIDAT,145,145,0,0,0,-,0,,
2012,Kakanj,94,27826,RAMIC IDRIZ - NEZAVISNI KANDIDAT,101,101,0,0,0,-,0,,
2012,Kakanj,94,25693,SEJDIC ABID - NARODNA STRANKA RADOM ZA BOLJITAK,8,8,0,0,0,-,0,,
2012,Kakanj,94,27824,RAMIC ADISA - 40 GRADANA,7,7,0,0,0,-,0,,
2012,Vares,95,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1360,1346,0,14,0,"26,83",5,,
2012,Vares,95,1626,HRVATSKA KOALICIJA ZA VARES - HDZ BIH - HSS-NHI,899,861,19,19,0,"17,74",4,,
2012,Vares,95,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,860,837,3,20,0,"16,97",3,,
2012,Vares,95,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,807,797,0,10,0,"15,92",3,,
2012,Vares,95,1,BPS-SEFER HALILOVIC,377,374,0,3,0,"7,44",2,,
2012,Vares,95,877,NASA STRANKA,215,211,0,4,0,"4,24",1,,
2012,Vares,95,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,212,210,0,2,0,"4,18",1,,
2012,Vares,95,502,NARODNA STRANKA RADOM ZA BOLJITAK,145,144,0,1,0,"2,86",0,,
2012,Vares,95,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,56,53,0,3,0,"1,10",0,,
2012,Vares,95,4,STRANKA ZA BOSNU I HERCEGOVINU,51,50,0,1,0,"1,01",0,,
2012,Vares,95,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,48,48,0,0,0,"0,95",0,,
2012,Vares,95,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,39,37,0,2,0,"0,77",0,,
2012,Olovo,96,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2386,2367,6,13,0,"39,33",7,,
2012,Olovo,96,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1415,1402,8,5,0,"23,32",4,,
2012,Olovo,96,4,STRANKA ZA BOSNU I HERCEGOVINU,1157,1149,5,3,0,"19,07",3,,
2012,Olovo,96,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,212,210,0,2,0,"3,49",1,,
2012,Olovo,96,1217,STRANKA ZA OPCINU OLOVO - SzOOL,211,211,0,0,0,"3,48",1,,
2012,Olovo,96,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,185,184,0,1,0,"3,05",1,,
2012,Olovo,96,1229,DZELIL ZUKIC - NEZAVISNI KANDIDAT,182,181,0,1,0,"3,00",0,,
2012,Olovo,96,1,BPS-SEFER HALILOVIC,135,135,0,0,0,"2,23",0,,
2012,Olovo,96,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,115,111,2,2,0,"1,90",0,,
2012,Olovo,96,502,NARODNA STRANKA RADOM ZA BOLJITAK,69,69,0,0,0,"1,14",0,,
2012,Kladanj,98,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1972,1945,5,22,0,"26,53",5,,
2012,Kladanj,98,4,STRANKA ZA BOSNU I HERCEGOVINU,1139,1119,2,18,0,"15,32",3,,
2012,Kladanj,98,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1017,979,21,17,0,"13,68",2,,
2012,Kladanj,98,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,951,938,0,13,0,"12,79",2,,
2012,Kladanj,98,502,NARODNA STRANKA RADOM ZA BOLJITAK,706,689,0,17,0,"9,50",2,,
2012,Kladanj,98,1,BPS-SEFER HALILOVIC,534,521,1,12,0,"7,18",1,,
2012,Kladanj,98,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,472,454,7,11,0,"6,35",1,,
2012,Kladanj,98,1505,HOTOVIC SEAD - NEZAVISNI KANDIDAT,227,226,0,1,0,"3,05",1,,
2012,Kladanj,98,877,NASA STRANKA,207,204,0,3,0,"2,78",0,,
2012,Kladanj,98,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,167,164,1,2,0,"2,25",0,,
2012,Kladanj,98,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,41,39,1,1,0,"0,55",0,,
2012,Kladanj,98,1521,KUTLOVAC ASIM - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,01",0,,
2012,Vlasenica,103,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2495,2423,45,22,5,"37,01",7,,
2012,Vlasenica,103,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2218,2154,25,36,3,"32,90",7,,
2012,Vlasenica,103,90,SDA-STRANKA DEMOKRATSKE AKCIJE,682,433,90,158,1,"10,12",2,,
2012,Vlasenica,103,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,359,356,0,2,1,"5,32",1,,
2012,Vlasenica,103,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,221,208,7,2,4,"3,28",1,,
2012,Vlasenica,103,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,204,200,1,3,0,"3,03",1,,
2012,Vlasenica,103,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,142,125,12,4,1,"2,11",0,,
2012,Vlasenica,103,561,NARODNA DEMOKRATSKA STRANKA,128,127,0,1,0,"1,90",0,,
2012,Vlasenica,103,74,SOCIJALISTICKA PARTIJA,103,103,0,0,0,"1,53",0,,
2012,Vlasenica,103,461,DNS-DEMOKRATSKI NARODNI SAVEZ,102,102,0,0,0,"1,51",0,,
2012,Vlasenica,103,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,78,41,1,36,0,"1,16",0,,
2012,Vlasenica,103,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,6,3,0,3,0,"0,09",0,,
2012,Vlasenica,103,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,4,1,1,2,0,"0,06",0,,
2012,Bratunac,104,1608,SAVEZ SDA - SBIH,1700,1180,194,326,0,"15,52",4,,
2012,Bratunac,104,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1600,1533,63,2,2,"14,60",4,,
2012,Bratunac,104,461,DNS-DEMOKRATSKI NARODNI SAVEZ,1428,1409,19,0,0,"13,03",3,,
2012,Bratunac,104,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1227,1221,1,1,4,"11,20",3,,
2012,Bratunac,104,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,725,711,12,0,2,"6,62",2,,
2012,Bratunac,104,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),665,665,0,0,0,"6,07",2,,
2012,Bratunac,104,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,603,451,70,82,0,"5,50",1,,
2012,Bratunac,104,1200,SRPSKA NAPREDNA STRANKA,565,517,47,1,0,"5,16",1,,
2012,Bratunac,104,74,SOCIJALISTICKA PARTIJA,488,488,0,0,0,"4,45",1,,
2012,Bratunac,104,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,464,464,0,0,0,"4,23",1,,
2012,Bratunac,104,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,390,390,0,0,0,"3,56",1,,
2012,Bratunac,104,279,PARTIJA UJEDINJENIH PENZIONERA,388,342,45,0,1,"3,54",1,,
2012,Bratunac,104,561,NARODNA DEMOKRATSKA STRANKA,332,332,0,0,0,"3,03",1,,
2012,Bratunac,104,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,308,307,0,0,1,"2,81",0,,
2012,Bratunac,104,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,68,16,5,47,0,"0,62",0,,
2012,Bratunac,104,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,6,1,4,1,0,"0,05",0,,
2012,Bratunac,104,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,0,0,0,0,0,"0,00",0,,
2012,Livno,106,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3676,3662,8,3,3,"31,22",11,,
2012,Livno,106,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,2045,2036,7,2,0,"17,37",6,,
2012,Livno,106,502,NARODNA STRANKA RADOM ZA BOLJITAK,1326,1323,1,2,0,"11,26",4,,
2012,Livno,106,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,1092,1040,51,1,0,"9,27",3,,
2012,Livno,106,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1073,1059,13,1,0,"9,11",3,,
2012,Livno,106,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,687,681,5,1,0,"5,83",2,,
2012,Livno,106,1270,HSS STJEPANA RADICA,480,480,0,0,0,"4,08",1,,
2012,Livno,106,1328,PERKOVIC JAKOV - NEOVISNI KANDIDAT,444,441,3,0,0,"3,77",1,,
2012,Livno,106,1290,HRVATSKA SELJACKA STRANKA - HSS,205,205,0,0,0,"1,74",0,,
2012,Livno,106,518,HRVATSKI PRAVASKI BLOK BIH,186,186,0,0,0,"1,58",0,,
2012,Livno,106,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,171,166,4,1,0,"1,45",0,,
2012,Livno,106,1637,HRVATSKA CISTA STRANKA PRAVA BIH - HSP DR.ANTE STARCEVIC BIH,130,130,0,0,0,"1,10",0,,
2012,Livno,106,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,102,101,0,1,0,"0,87",0,,
2012,Livno,106,4,STRANKA ZA BOSNU I HERCEGOVINU,91,77,14,0,0,"0,77",0,,
2012,Livno,106,1241,HSP HERCEG-BOSNE,50,49,0,0,1,"0,42",0,,
2012,Livno,106,1502,ZAGORAC MARKO - NEOVISNI KANDIDAT,17,17,0,0,0,"0,14",0,,
2012,Kupres (FBiH),107,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,715,688,11,16,0,"40,37",7,,
2012,Kupres (FBiH),107,1247,NEOVISNA LISTA ZA KUPRES,341,333,2,6,0,"19,25",3,,
2012,Kupres (FBiH),107,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,241,241,0,0,0,"13,61",2,,
2012,Kupres (FBiH),107,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,97,95,0,2,0,"5,48",1,,
2012,Kupres (FBiH),107,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,89,81,5,2,1,"5,03",1,,
2012,Kupres (FBiH),107,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,78,77,0,1,0,"4,40",1,,
2012,Kupres (FBiH),107,518,HRVATSKI PRAVASKI BLOK BIH,69,69,0,0,0,"3,90",1,,
2012,Kupres (FBiH),107,4,STRANKA ZA BOSNU I HERCEGOVINU,56,51,3,1,1,"3,16",1,,
2012,Kupres (FBiH),107,502,NARODNA STRANKA RADOM ZA BOLJITAK,55,55,0,0,0,"3,11",0,,
2012,Kupres (FBiH),107,90,SDA-STRANKA DEMOKRATSKE AKCIJE,30,24,5,1,0,"1,69",0,,
2012,Kupres (RS),108,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,114,113,1,0,0,"41,45",4,,
2012,Kupres (RS),108,18,SDS-SRPSKA DEMOKRATSKA STRANKA,67,67,0,0,0,"24,36",3,,
2012,Kupres (RS),108,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,57,56,1,0,0,"20,73",2,,
2012,Kupres (RS),108,461,DNS-DEMOKRATSKI NARODNI SAVEZ,23,23,0,0,0,"8,36",1,,
2012,Kupres (RS),108,561,NARODNA DEMOKRATSKA STRANKA,14,14,0,0,0,"5,09",1,,
2012,Bugojno,109,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3839,3816,14,6,3,"26,00",7,,
2012,Bugojno,109,1272,LISTA ZA BUGOJNO,3671,3644,14,12,1,"24,86",7,,
2012,Bugojno,109,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2583,2517,62,3,1,"17,50",5,,
2012,Bugojno,109,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1397,1386,9,0,2,"9,46",3,,
2012,Bugojno,109,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,1054,1019,25,10,0,"7,14",2,,
2012,Bugojno,109,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,565,560,3,1,1,"3,83",1,,
2012,Bugojno,109,4,STRANKA ZA BOSNU I HERCEGOVINU,355,353,2,0,0,"2,40",0,,
2012,Bugojno,109,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,324,318,5,1,0,"2,19",0,,
2012,Bugojno,109,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,288,288,0,0,0,"1,95",0,,
2012,Bugojno,109,502,NARODNA STRANKA RADOM ZA BOLJITAK,199,196,1,2,0,"1,35",0,,
2012,Bugojno,109,366,HSS-NHI,193,183,5,5,0,"1,31",0,,
2012,Bugojno,109,1,BPS-SEFER HALILOVIC,180,180,0,0,0,"1,22",0,,
2012,Bugojno,109,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,116,116,0,0,0,"0,79",0,,
2012,Gornji Vakuf - Uskoplje,110,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3677,3595,48,26,8,"36,61",9,,
2012,Gornji Vakuf - Uskoplje,110,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,1864,1826,14,21,3,"18,56",4,,
2012,Gornji Vakuf - Uskoplje,110,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1405,1391,4,10,0,"13,99",3,,
2012,Gornji Vakuf - Uskoplje,110,4,STRANKA ZA BOSNU I HERCEGOVINU,1031,1020,4,5,2,"10,26",2,,
2012,Gornji Vakuf - Uskoplje,110,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,921,902,5,10,4,"9,17",2,,
2012,Gornji Vakuf - Uskoplje,110,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,668,655,8,4,1,"6,65",2,,
2012,Gornji Vakuf - Uskoplje,110,1607,"HRVATSKA KOALICIJA HSP BIH, HSS STJEPANA RADICA",360,341,14,5,0,"3,58",1,,
2012,Gornji Vakuf - Uskoplje,110,502,NARODNA STRANKA RADOM ZA BOLJITAK,61,52,0,9,0,"0,61",0,,
2012,Gornji Vakuf - Uskoplje,110,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,57,55,0,2,0,"0,57",0,,
2012,Novi Travnik,111,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3634,3620,0,9,5,"30,99",7,,
2012,Novi Travnik,111,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2216,2186,14,15,1,"18,90",4,,
2012,Novi Travnik,111,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1248,1244,0,4,0,"10,64",3,,
2012,Novi Travnik,111,1,BPS-SEFER HALILOVIC,917,916,0,1,0,"7,82",2,,
2012,Novi Travnik,111,1270,HSS STJEPANA RADICA,747,733,7,3,4,"6,37",2,,
2012,Novi Travnik,111,366,HSS-NHI,673,671,0,2,0,"5,74",1,,
2012,Novi Travnik,111,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,505,504,0,1,0,"4,31",1,,
2012,Novi Travnik,111,4,STRANKA ZA BOSNU I HERCEGOVINU,500,496,2,2,0,"4,26",1,,
2012,Novi Travnik,111,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,426,419,4,3,0,"3,63",1,,
2012,Novi Travnik,111,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,360,358,0,2,0,"3,07",1,,
2012,Novi Travnik,111,502,NARODNA STRANKA RADOM ZA BOLJITAK,277,273,0,4,0,"2,36",0,,
2012,Novi Travnik,111,1613,SDU BIH - SPU BIH - DEMOKRATSKI BLOK,133,133,0,0,0,"1,13",0,,
2012,Novi Travnik,111,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,90,90,0,0,0,"0,77",0,,
2012,Vitez,112,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3916,3860,4,51,1,"31,79",8,,
2012,Vitez,112,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3486,3440,6,38,2,"28,30",8,,
2012,Vitez,112,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,1756,1746,2,8,0,"14,26",4,,
2012,Vitez,112,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1022,1009,3,10,0,"8,30",2,,
2012,Vitez,112,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,661,655,3,3,0,"5,37",1,,
2012,Vitez,112,1270,HSS STJEPANA RADICA,384,382,0,1,1,"3,12",1,,
2012,Vitez,112,502,NARODNA STRANKA RADOM ZA BOLJITAK,377,376,0,1,0,"3,06",1,,
2012,Vitez,112,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,348,347,0,1,0,"2,83",0,,
2012,Vitez,112,1425,TARABA VLADO - NEZAVISNI KANDIDAT,130,130,0,0,0,"1,06",0,,
2012,Vitez,112,4,STRANKA ZA BOSNU I HERCEGOVINU,116,112,4,0,0,"0,94",0,,
2012,Vitez,112,1257,HRVATSKA CISTA STRANKA PRAVA BOSNE I HERCEGOVINE,65,65,0,0,0,"0,53",0,,
2012,Vitez,112,366,HSS-NHI,56,56,0,0,0,"0,45",0,,
2012,Busovaca,113,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3531,3497,5,28,1,"40,49",11,,
2012,Busovaca,113,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2984,2957,3,24,0,"34,22",9,,
2012,Busovaca,113,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,736,730,1,5,0,"8,44",2,,
2012,Busovaca,113,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,713,706,2,5,0,"8,18",2,,
2012,Busovaca,113,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,270,270,0,0,0,"3,10",1,,
2012,Busovaca,113,1612,"HRVATSKA KOALICIJA ZA BUSOVACU (HSS STJEPANA RADICA, HSP BIH)",247,243,0,4,0,"2,83",0,,
2012,Busovaca,113,4,STRANKA ZA BOSNU I HERCEGOVINU,129,127,2,0,0,"1,48",0,,
2012,Busovaca,113,1642,HKDU BIH - HSS,111,111,0,0,0,"1,27",0,,
2012,Fojnica,114,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2679,2659,3,16,1,"36,66",8,,
2012,Fojnica,114,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,1448,1327,103,16,2,"19,81",5,,
2012,Fojnica,114,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1304,1285,8,11,0,"17,84",4,,
2012,Fojnica,114,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,475,466,3,6,0,"6,50",1,,
2012,Fojnica,114,4,STRANKA ZA BOSNU I HERCEGOVINU,394,390,1,3,0,"5,39",1,,
2012,Fojnica,114,1633,"HRVATSKA KOALICIJA HSS STJEPANA RADICA, HSP BIH",364,297,62,3,2,"4,98",1,,
2012,Fojnica,114,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,250,231,11,8,0,"3,42",1,,
2012,Fojnica,114,502,NARODNA STRANKA RADOM ZA BOLJITAK,201,192,5,3,1,"2,75",0,,
2012,Fojnica,114,1,BPS-SEFER HALILOVIC,113,113,0,0,0,"1,55",0,,
2012,Fojnica,114,366,HSS-NHI,78,73,5,0,0,"1,07",0,,
2012,Fojnica,114,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,2,2,0,0,0,"0,03",0,,
2012,Kiseljak,115,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,4005,3947,6,50,2,"42,72",10,,
2012,Kiseljak,115,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1562,1545,11,6,0,"16,66",4,,
2012,Kiseljak,115,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,746,737,1,7,1,"7,96",2,,
2012,Kiseljak,115,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,679,673,2,4,0,"7,24",2,,
2012,Kiseljak,115,4,STRANKA ZA BOSNU I HERCEGOVINU,595,588,5,2,0,"6,35",1,,
2012,Kiseljak,115,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,491,477,5,9,0,"5,24",1,,
2012,Kiseljak,115,502,NARODNA STRANKA RADOM ZA BOLJITAK,475,464,0,11,0,"5,07",1,,
2012,Kiseljak,115,366,HSS-NHI,445,438,0,7,0,"4,75",1,,
2012,Kiseljak,115,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,287,285,1,1,0,"3,06",1,,
2012,Kiseljak,115,1213,MARKOVIC ZVONKO - NEOVISNI KANDIDAT,91,91,0,0,0,"0,97",0,,
2012,Visoko,116,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6429,6415,13,1,0,"33,40",9,,
2012,Visoko,116,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2820,2814,6,0,0,"14,65",4,,
2012,Visoko,116,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,2626,2620,5,0,1,"13,64",4,,
2012,Visoko,116,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,2085,2080,5,0,0,"10,83",3,,
2012,Visoko,116,4,STRANKA ZA BOSNU I HERCEGOVINU,1436,1428,7,1,0,"7,46",2,,
2012,Visoko,116,1,BPS-SEFER HALILOVIC,1195,1195,0,0,0,"6,21",2,,
2012,Visoko,116,1596,NEZAVISNA LISTA ZA VISOKO,731,730,0,1,0,"3,80",1,,
2012,Visoko,116,502,NARODNA STRANKA RADOM ZA BOLJITAK,529,528,1,0,0,"2,75",0,,
2012,Visoko,116,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,465,465,0,0,0,"2,42",0,,
2012,Visoko,116,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,416,413,2,1,0,"2,16",0,,
2012,Visoko,116,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,331,330,1,0,0,"1,72",0,,
2012,Visoko,116,731,EKOLOSKA STRANKA E5 - ZELENI,100,100,0,0,0,"0,52",0,,
2012,Visoko,116,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,52,52,0,0,0,"0,27",0,,
2012,Visoko,116,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,22,22,0,0,0,"0,11",0,,
